Time;Bx;By;Bz;I;Azimuth;Pitch;Roll;
602.5650;−10.0775;−1.5729;−28.9174;0.0000;104.072;5.411;12.411;
602.6390;−10.0775;−1.5729;−28.9174;0.0000;88.141;−4.942;16.374;
602.6420;−10.0775;−1.5729;−28.9174;0.0000;88.141;−4.942;16.374;
602.7050;−10.0775;−1.5729;−28.9174;0.0000;96.252;0.411;12.425;
602.7260;−9.7719;−1.2606;−29.4387;0.0000;95.224;0.411;12.425;
602.7750;−9.7719;−1.2606;−29.4387;0.0000;93.663;−0.394;14.647;
602.8400;−9.7719;−1.2606;−29.4387;0.0000;93.663;−0.394;14.647;
602.8450;−9.7719;−1.2606;−29.4387;0.0000;90.710;−2.347;16.830;
602.9150;−9.7719;−1.2606;−29.4387;0.0000;90.656;−2.365;15.660;
602.9260;−10.0490;−1.3505;−29.0299;0.0000;91.007;−2.365;15.660;
602.9850;−10.0490;−1.3505;−29.0299;0.0000;82.200;−6.923;8.414;
603.0400;−10.0490;−1.3505;−29.0299;0.0000;82.200;−6.923;8.414;
603.0680;−10.0490;−1.3505;−29.0299;0.0000;77.327;−9.020;6.679;
603.1270;−10.0490;−1.3505;−29.0299;0.0000;80.308;−8.164;9.352;
603.1280;−9.9996;0.5385;−29.4148;0.0000;73.193;−8.164;9.352;
603.1950;−9.9996;0.5385;−29.4148;0.0000;92.515;2.216;5.373;
603.2400;−9.9996;0.5385;−29.4148;0.0000;92.515;2.216;5.373;
603.2650;−9.9996;0.5385;−29.4148;0.0000;98.866;5.925;9.431;
603.3260;−10.7159;1.4872;−29.7745;0.0000;95.073;5.925;9.431;
603.3350;−10.7159;1.4872;−29.7745;0.0000;98.048;6.192;2.314;
603.4050;−10.7159;1.4872;−29.7745;0.0000;81.885;−1.665;10.557;
603.4400;−10.7159;1.4872;−29.7745;0.0000;81.885;−1.665;10.557;
603.4750;−10.7159;1.4872;−29.7745;0.0000;76.913;−6.593;16.864;
603.5260;−11.5815;−0.0628;−28.8555;0.0000;82.034;−6.593;16.864;
603.5450;−11.5815;−0.0628;−28.8555;0.0000;82.729;−5.863;16.109;
603.6150;−11.5815;−0.0628;−28.8555;0.0000;77.772;−7.915;10.117;
603.6400;−11.5815;−0.0628;−28.8555;0.0000;77.772;−7.915;10.117;
603.6850;−11.5815;−0.0628;−28.8555;0.0000;73.166;−10.171;8.076;
603.7250;−10.1237;−0.1086;−29.2354;0.0000;71.407;−10.171;8.076;
603.7550;−10.1237;−0.1086;−29.2354;0.0000;83.324;−3.837;9.172;
603.8250;−10.1237;−0.1086;−29.2354;0.0000;66.237;−13.243;7.994;
603.8400;−10.1237;−0.1086;−29.2354;0.0000;66.237;−13.243;7.994;
603.8950;−10.1237;−0.1086;−29.2354;0.0000;98.722;5.516;14.075;
603.9270;−9.5637;0.2758;−29.0088;0.0000;97.695;5.516;14.075;
603.9660;−9.5637;0.2758;−29.0088;0.0000;82.683;−4.141;14.616;
604.0350;−9.5637;0.2758;−29.0088;0.0000;78.761;−5.785;10.959;
604.0400;−9.5637;0.2758;−29.0088;0.0000;78.761;−5.785;10.959;
604.1050;−9.5637;0.2758;−29.0088;0.0000;94.479;3.475;14.259;
604.1260;−10.1123;−0.0178;−28.9864;0.0000;95.293;3.475;14.259;
604.1750;−10.1123;−0.0178;−28.9864;0.0000;78.284;−5.785;6.544;
604.2400;−10.1123;−0.0178;−28.9864;0.0000;78.284;−5.785;6.544;
604.2450;−10.1123;−0.0178;−28.9864;0.0000;83.511;−3.573;9.234;
604.3150;−10.1123;−0.0178;−28.9864;0.0000;67.987;−12.364;8.603;
604.3260;−11.5903;0.8312;−28.7992;0.0000;67.480;−12.364;8.603;
604.3850;−11.5903;0.8312;−28.7992;0.0000;69.259;−10.000;6.340;
604.4400;−11.5903;0.8312;−28.7992;0.0000;69.259;−10.000;6.340;
604.4550;−11.5903;0.8312;−28.7992;0.0000;69.882;−9.144;5.326;
604.5270;−11.5903;0.8312;−28.7992;0.0000;96.002;4.713;4.548;
604.5280;−12.8172;1.1242;−28.4966;0.0000;94.298;4.713;4.548;
604.5950;−12.8172;1.1242;−28.4966;0.0000;90.116;2.447;5.811;
604.6400;−12.8172;1.1242;−28.4966;0.0000;90.116;2.447;5.811;
604.6650;−12.8172;1.1242;−28.4966;0.0000;83.815;−0.139;−3.550;
604.7260;−14.3951;1.5680;−27.9940;0.0000;82.613;−0.139;−3.550;
604.7350;−14.3951;1.5680;−27.9940;0.0000;73.632;−4.652;−2.400;
604.8050;−14.3951;1.5680;−27.9940;0.0000;75.160;−4.998;1.237;
604.8400;−14.3951;1.5680;−27.9940;0.0000;75.160;−4.998;1.237;
604.8750;−14.3951;1.5680;−27.9940;0.0000;71.104;−7.780;2.071;
604.9260;−15.6277;0.4669;−28.4367;0.0000;75.731;−7.780;2.071;
604.9450;−15.6277;0.4669;−28.4367;0.0000;75.095;−9.240;4.927;
605.0150;−15.6277;0.4669;−28.4367;0.0000;68.758;−13.900;4.676;
605.0400;−15.6277;0.4669;−28.4367;1.0000;68.758;−13.900;4.676;
605.0850;−15.6277;0.4669;−28.4367;1.0000;75.954;−9.616;7.643;
605.1290;−14.8970;0.1067;−28.6945;1.0000;76.314;−9.616;7.643;
605.1550;−14.8970;0.1067;−28.6945;1.0000;74.827;−12.608;11.926;
605.2250;−14.8970;0.1067;−28.6945;1.0000;100.790;9.031;11.283;
605.2400;−14.8970;0.1067;−28.6945;1.0000;100.790;9.031;11.283;
605.2950;−14.8970;0.1067;−28.6945;1.0000;87.102;−2.277;13.632;
605.3270;−13.0160;−0.1173;−29.6298;1.0000;87.361;−2.277;13.632;
605.3660;−13.0160;−0.1173;−29.6298;1.0000;91.184;0.483;7.818;
605.4350;−13.0160;−0.1173;−29.6298;1.0000;85.643;−2.963;8.183;
605.4400;−13.0160;−0.1173;−29.6298;0.0000;85.643;−2.963;8.183;
605.5050;−13.0160;−0.1173;−29.6298;0.0000;78.597;−6.081;3.087;
605.5260;−13.0978;−0.4629;−29.3063;0.0000;80.074;−6.081;3.087;
605.5750;−13.0978;−0.4629;−29.3063;0.0000;81.030;−6.182;5.918;
605.6400;−13.0978;−0.4629;−29.3063;1.0000;81.030;−6.182;5.918;
605.6450;−13.0978;−0.4629;−29.3063;1.0000;86.891;−3.277;11.866;
605.7150;−13.0978;−0.4629;−29.3063;1.0000;79.870;−7.906;9.878;
605.7260;−13.1054;1.3156;−29.1814;1.0000;74.561;−7.906;9.878;
605.7850;−13.1054;1.3156;−29.1814;1.0000;72.907;−7.681;6.288;
605.8400;−13.1054;1.3156;−29.1814;1.0000;72.907;−7.681;6.288;
605.8550;−13.1054;1.3156;−29.1814;1.0000;91.948;3.836;5.714;
605.9270;−13.1054;1.3156;−29.1814;1.0000;95.670;5.882;5.059;
605.9280;−12.9114;2.2184;−29.1323;1.0000;92.413;5.882;5.059;
605.9950;−12.9114;2.2184;−29.1323;1.0000;73.279;−1.632;−5.155;
606.0410;−12.9114;2.2184;−29.1323;2.0000;73.279;−1.632;−5.155;
606.0650;−12.9114;2.2184;−29.1323;2.0000;70.193;−7.713;6.876;
606.1260;−14.5224;1.7058;−28.4889;2.0000;73.583;−7.713;6.876;
606.1350;−14.5224;1.7058;−28.4889;2.0000;75.423;−6.575;7.501;
606.2050;−14.5224;1.7058;−28.4889;2.0000;68.170;−11.230;5.663;
606.2400;−14.5224;1.7058;−28.4889;1.0000;68.170;−11.230;5.663;
606.2750;−14.5224;1.7058;−28.4889;1.0000;65.664;−13.053;5.427;
606.3260;−14.7845;0.6060;−27.9147;1.0000;69.323;−13.053;5.427;
606.3450;−14.7845;0.6060;−27.9147;1.0000;73.971;−9.168;4.410;
606.4150;−14.7845;0.6060;−27.9147;1.0000;79.892;−5.471;5.653;
606.4400;−14.7845;0.6060;−27.9147;1.0000;79.892;−5.471;5.653;
606.4850;−14.7845;0.6060;−27.9147;1.0000;69.519;−13.041;5.684;
606.5260;−15.0049;0.3711;−27.9577;1.0000;70.397;−13.041;5.684;
606.5550;−15.0049;0.3711;−27.9577;1.0000;96.791;6.010;8.894;
606.6250;−15.0049;0.3711;−27.9577;1.0000;88.039;−0.576;7.282;
606.6400;−15.0049;0.3711;−27.9577;1.0000;88.039;−0.576;7.282;
606.6950;−15.0049;0.3711;−27.9577;1.0000;84.841;−3.116;9.189;
606.7260;−14.3482;−0.2578;−27.8375;1.0000;86.581;−3.116;9.189;
606.7650;−14.3482;−0.2578;−27.8375;1.0000;79.214;−7.615;5.541;
606.8350;−14.3482;−0.2578;−27.8375;1.0000;77.731;−7.873;3.121;
606.8400;−14.3482;−0.2578;−27.8375;3.0000;77.731;−7.873;3.121;
606.9050;−14.3482;−0.2578;−27.8375;3.0000;74.246;−10.852;5.084;
606.9250;−15.2325;0.2956;−27.9539;3.0000;73.350;−10.852;5.084;
606.9750;−15.2325;0.2956;−27.9539;3.0000;70.469;−12.467;3.987;
607.0400;−15.2325;0.2956;−27.9539;3.0000;70.469;−12.467;3.987;
607.0450;−15.2325;0.2956;−27.9539;3.0000;78.804;−7.653;7.560;
607.1150;−15.2325;0.2956;−27.9539;3.0000;85.668;−1.821;0.659;
607.1260;−15.8157;0.4860;−27.6973;3.0000;85.181;−1.821;0.659;
607.1850;−15.8157;0.4860;−27.6973;3.0000;93.114;3.035;2.929;
607.2400;−15.8157;0.4860;−27.6973;3.0000;93.114;3.035;2.929;
607.2550;−15.8157;0.4860;−27.6973;3.0000;70.508;−6.672;−9.227;
607.3270;−15.8157;0.4860;−27.6973;3.0000;76.804;−7.510;2.634;
607.3280;−16.4788;0.7480;−27.8701;3.0000;76.434;−7.510;2.634;
607.3950;−16.4788;0.7480;−27.8701;3.0000;76.416;−8.483;5.440;
607.4400;−16.4788;0.7480;−27.8701;3.0000;76.416;−8.483;5.440;
607.4650;−16.4788;0.7480;−27.8701;3.0000;68.402;−11.958;−0.069;
607.5260;−17.2620;−1.1261;−27.3703;3.0000;75.133;−11.958;−0.069;
607.5350;−17.2620;−1.1261;−27.3703;3.0000;71.109;−13.152;−3.349;
607.6050;−17.2620;−1.1261;−27.3703;3.0000;74.047;−13.020;0.657;
607.6400;−17.2620;−1.1261;−27.3703;5.0000;74.047;−13.020;0.657;
607.6750;−17.2620;−1.1261;−27.3703;5.0000;82.626;−7.051;0.085;
607.7260;−16.9109;−1.8875;−27.1046;5.0000;85.107;−7.051;0.085;
607.7450;−16.9109;−1.8875;−27.1046;5.0000;77.769;−13.539;4.870;
607.8150;−16.9109;−1.8875;−27.1046;5.0000;102.537;6.391;8.285;
607.8400;−16.9109;−1.8875;−27.1046;5.0000;102.537;6.391;8.285;
607.8850;−16.9109;−1.8875;−27.1046;5.0000;87.775;−6.634;10.670;
607.9260;−16.0616;−1.6184;−27.7051;5.0000;86.731;−6.634;10.670;
607.9550;−16.0616;−1.6184;−27.7051;5.0000;92.987;−1.147;13.597;
608.0250;−16.0616;−1.6184;−27.7051;5.0000;85.570;−6.865;6.324;
608.0400;−16.0616;−1.6184;−27.7051;6.0000;85.570;−6.865;6.324;
608.0950;−16.0616;−1.6184;−27.7051;6.0000;75.325;−13.062;2.510;
608.1260;−14.6201;−2.2600;−28.0867;6.0000;75.840;−13.062;2.510;
608.1650;−14.6201;−2.2600;−28.0867;6.0000;81.741;−9.657;3.139;
608.2350;−14.6201;−2.2600;−28.0867;6.0000;79.208;−11.385;3.729;
608.2400;−14.6201;−2.2600;−28.0867;7.0000;79.208;−11.385;3.729;
608.3050;−14.6201;−2.2600;−28.0867;7.0000;77.193;−14.203;7.748;
608.3260;−13.6791;−2.5226;−27.9316;7.0000;77.333;−14.203;7.748;
608.3750;−13.6791;−2.5226;−27.9316;7.0000;81.132;−11.324;6.951;
608.4400;−13.6791;−2.5226;−27.9316;7.0000;81.132;−11.324;6.951;
608.4450;−13.6791;−2.5226;−27.9316;7.0000;97.558;−0.685;6.265;
608.5150;−13.6791;−2.5226;−27.9316;7.0000;93.227;−3.530;2.210;
608.5260;−14.5259;−3.1567;−27.3760;7.0000;95.505;−3.530;2.210;
608.5850;−14.5259;−3.1567;−27.3760;7.0000;92.073;−5.461;−1.930;
608.6430;−14.5259;−3.1567;−27.3760;9.0000;92.073;−5.461;−1.930;
608.6540;−14.5259;−3.1567;−27.3760;9.0000;82.482;−11.663;4.507;
608.7270;−14.5259;−3.1567;−27.3760;9.0000;81.051;−11.737;1.497;
608.7280;−15.8772;−4.0922;−27.0071;9.0000;85.169;−11.737;1.497;
608.7950;−15.8772;−4.0922;−27.0071;9.0000;84.650;−11.642;−0.449;
608.8400;−15.8772;−4.0922;−27.0071;11.0000;84.650;−11.642;−0.449;
608.8650;−15.8772;−4.0922;−27.0071;11.0000;84.534;−12.103;1.365;
608.9260;−16.4282;−3.7388;−26.5422;11.0000;83.890;−12.103;1.365;
608.9350;−16.4282;−3.7388;−26.5422;11.0000;93.017;−6.192;1.600;
609.0050;−16.4282;−3.7388;−26.5422;11.0000;90.880;−8.220;8.850;
609.0400;−16.4282;−3.7388;−26.5422;18.0000;90.880;−8.220;8.850;
609.0750;−16.4282;−3.7388;−26.5422;18.0000;99.588;−0.164;12.427;
609.1260;−15.0668;−0.7159;−27.5407;18.0000;91.799;−0.164;12.427;
609.1450;−15.0668;−0.7159;−27.5407;18.0000;92.126;0.211;14.663;
609.2150;−15.0668;−0.7159;−27.5407;18.0000;85.489;−4.930;7.534;
609.2410;−15.0668;−0.7159;−27.5407;17.0000;85.489;−4.930;7.534;
609.2850;−15.0668;−0.7159;−27.5407;17.0000;94.504;1.885;9.473;
609.3260;−14.0138;0.2056;−28.1291;17.0000;91.960;1.885;9.473;
609.3550;−14.0138;0.2056;−28.1291;17.0000;83.362;−3.369;3.180;
609.4250;−14.0138;0.2056;−28.1291;17.0000;80.942;−5.387;6.026;
609.4400;−14.0138;0.2056;−28.1291;23.0000;80.942;−5.387;6.026;
609.4950;−14.0138;0.2056;−28.1291;23.0000;77.039;−7.338;3.960;
609.5260;−13.8749;1.5726;−28.5942;23.0000;72.191;−7.338;3.960;
609.5650;−13.8749;1.5726;−28.5942;23.0000;66.704;−10.248;2.564;
609.6350;−13.8749;1.5726;−28.5942;23.0000;74.747;−7.764;9.741;
609.6400;−13.8749;1.5726;−28.5942;23.0000;74.747;−7.764;9.741;
609.7050;−13.8749;1.5726;−28.5942;23.0000;84.877;0.246;4.835;
609.7260;−14.2599;2.6071;−28.4902;23.0000;81.473;0.246;4.835;
609.7750;−14.2599;2.6071;−28.4902;23.0000;86.617;3.420;4.725;
609.8400;−14.2599;2.6071;−28.4902;25.0000;86.617;3.420;4.725;
609.8450;−14.2599;2.6071;−28.4902;25.0000;79.214;−0.060;−0.837;
609.9150;−14.2599;2.6071;−28.4902;25.0000;76.840;−2.913;5.646;
609.9260;−14.7899;3.0705;−28.6306;25.0000;75.789;−2.913;5.646;
609.9850;−14.7899;3.0705;−28.6306;25.0000;73.084;−5.207;6.691;
610.0400;−14.7899;3.0705;−28.6306;28.0000;73.084;−5.207;6.691;
610.0550;−14.7899;3.0705;−28.6306;28.0000;68.503;−7.728;4.644;
610.1260;−14.7899;3.0705;−28.6306;28.0000;71.613;−5.376;4.364;
610.1270;−14.5012;2.5457;−28.6751;28.0000;72.930;−5.376;4.364;
610.1950;−14.5012;2.5457;−28.6751;28.0000;70.039;−6.881;3.297;
610.2410;−14.5012;2.5457;−28.6751;28.0000;70.039;−6.881;3.297;
610.2650;−14.5012;2.5457;−28.6751;28.0000;74.770;−4.213;4.546;
610.3260;−14.0935;2.7698;−28.7386;28.0000;73.666;−4.213;4.546;
610.3350;−14.0935;2.7698;−28.7386;28.0000;63.870;−9.298;1.624;
610.4050;−14.0935;2.7698;−28.7386;28.0000;81.996;0.125;10.967;
610.4400;−14.0935;2.7698;−28.7386;28.0000;81.996;0.125;10.967;
610.4750;−14.0935;2.7698;−28.7386;28.0000;77.089;−3.700;10.857;
610.5260;−14.6880;2.1782;−28.0532;28.0000;79.163;−3.700;10.857;
610.5450;−14.6880;2.1782;−28.0532;28.0000;83.223;−0.118;8.724;
610.6150;−14.6880;2.1782;−28.0532;28.0000;84.116;0.478;9.433;
610.6400;−14.6880;2.1782;−28.0532;29.0000;84.116;0.478;9.433;
610.6850;−14.6880;2.1782;−28.0532;29.0000;75.513;−5.332;6.591;
610.7260;−15.4133;3.7253;−27.9248;29.0000;71.703;−5.332;6.591;
610.7550;−15.4133;3.7253;−27.9248;29.0000;68.243;−6.944;4.098;
610.8250;−15.4133;3.7253;−27.9248;29.0000;67.801;−6.777;3.076;
610.8400;−15.4133;3.7253;−27.9248;28.0000;67.801;−6.777;3.076;
610.8950;−15.4133;3.7253;−27.9248;28.0000;64.599;−10.112;4.522;
610.9260;−15.6090;5.2290;−27.5666;28.0000;61.182;−10.112;4.522;
610.9650;−15.6090;5.2290;−27.5666;28.0000;65.744;−6.676;5.574;
611.0350;−15.6090;5.2290;−27.5666;28.0000;74.555;0.606;4.938;
611.0400;−15.6090;5.2290;−27.5666;27.0000;74.555;0.606;4.938;
611.1050;−15.6090;5.2290;−27.5666;27.0000;66.933;−2.363;−1.318;
611.1260;−16.4363;5.2873;−27.4580;27.0000;67.856;−2.363;−1.318;
611.1750;−16.4363;5.2873;−27.4580;27.0000;60.992;−5.550;−4.024;
611.2400;−16.4363;5.2873;−27.4580;26.0000;60.992;−5.550;−4.024;
611.2470;−16.4363;5.2873;−27.4580;26.0000;72.326;−0.305;1.281;
611.3160;−16.4363;5.2873;−27.4580;26.0000;70.570;−2.658;4.226;
611.3260;−17.6851;5.1541;−26.5575;26.0000;72.132;−2.658;4.226;
611.3850;−17.6851;5.1541;−26.5575;26.0000;65.193;−7.546;1.668;
611.4410;−17.6851;5.1541;−26.5575;27.0000;65.193;−7.546;1.668;
611.4550;−17.6851;5.1541;−26.5575;27.0000;54.249;−13.704;−3.495;
611.5270;−17.6851;5.1541;−26.5575;27.0000;60.567;−11.114;0.619;
611.5280;−17.4561;4.9255;−26.2178;27.0000;60.956;−11.114;0.619;
611.5950;−17.4561;4.9255;−26.2178;27.0000;60.626;−10.483;−0.677;
611.6460;−17.4561;4.9255;−26.2178;27.0000;60.626;−10.483;−0.677;
611.6650;−17.4561;4.9255;−26.2178;27.0000;66.552;−8.038;4.075;
611.7260;−16.5949;4.4630;−26.4701;27.0000;66.681;−8.038;4.075;
611.7350;−16.5949;4.4630;−26.4701;27.0000;61.948;−11.456;2.610;
611.8050;−16.5949;4.4630;−26.4701;27.0000;72.958;−5.353;11.196;
611.8410;−16.5949;4.4630;−26.4701;28.0000;72.958;−5.353;11.196;
611.8750;−16.5949;4.4630;−26.4701;28.0000;66.865;−15.951;16.351;
611.9260;−14.6084;4.0117;−26.5046;28.0000;65.660;−15.951;16.351;
611.9450;−14.6084;4.0117;−26.5046;28.0000;71.668;−6.420;11.915;
612.0150;−14.6084;4.0117;−26.5046;28.0000;71.079;−5.643;8.854;
612.0400;−14.6084;4.0117;−26.5046;27.0000;71.079;−5.643;8.854;
612.0850;−14.6084;4.0117;−26.5046;27.0000;69.523;−7.575;9.962;
612.1260;−12.9095;5.2180;−26.6012;27.0000;64.305;−7.575;9.962;
612.1550;−12.9095;5.2180;−26.6012;27.0000;64.021;−4.825;4.738;
612.2250;−12.9095;5.2180;−26.6012;27.0000;61.473;−7.294;5.536;
612.2400;−12.9095;5.2180;−26.6012;26.0000;61.473;−7.294;5.536;
612.2950;−12.9095;5.2180;−26.6012;26.0000;62.218;−5.954;4.332;
612.3260;−11.0890;6.8899;−26.9443;26.0000;53.883;−5.954;4.332;
612.3650;−11.0890;6.8899;−26.9443;26.0000;60.221;−1.745;5.036;
612.4350;−11.0890;6.8899;−26.9443;26.0000;60.204;−2.005;5.454;
612.4400;−11.0890;6.8899;−26.9443;24.0000;60.204;−2.005;5.454;
612.5050;−11.0890;6.8899;−26.9443;24.0000;36.796;−11.983;−3.698;
612.5260;−10.7566;7.0765;−26.5185;24.0000;35.694;−11.983;−3.698;
612.5750;−10.7566;7.0765;−26.5185;24.0000;54.263;−3.223;2.393;
612.6410;−10.7566;7.0765;−26.5185;25.0000;54.263;−3.223;2.393;
612.6450;−10.7566;7.0765;−26.5185;25.0000;49.472;−7.507;3.077;
612.7150;−10.7566;7.0765;−26.5185;25.0000;43.633;−6.519;−2.435;
612.7260;−11.2309;8.0627;−25.9956;25.0000;42.569;−6.519;−2.435;
612.7850;−11.2309;8.0627;−25.9956;25.0000;36.135;−11.999;−3.136;
612.8400;−11.2309;8.0627;−25.9956;24.0000;36.135;−11.999;−3.136;
612.8550;−11.2309;8.0627;−25.9956;24.0000;42.600;−9.360;−0.057;
612.9260;−11.2309;8.0627;−25.9956;24.0000;39.304;−9.991;−2.147;
612.9280;−11.7820;8.2555;−25.1399;24.0000;40.763;−9.991;−2.147;
612.9950;−11.7820;8.2555;−25.1399;24.0000;40.606;−11.612;−1.076;
613.0400;−11.7820;8.2555;−25.1399;24.0000;40.606;−11.612;−1.076;
613.0650;−11.7820;8.2555;−25.1399;24.0000;40.388;−11.938;−1.023;
613.1260;−11.4987;8.1003;−24.7163;24.0000;40.207;−11.938;−1.023;
613.1350;−11.4987;8.1003;−24.7163;24.0000;47.045;−8.494;2.231;
613.2050;−11.4987;8.1003;−24.7163;24.0000;52.143;−6.678;5.616;
613.2400;−11.4987;8.1003;−24.7163;22.0000;52.143;−6.678;5.616;
613.2750;−11.4987;8.1003;−24.7163;22.0000;54.603;−5.047;6.526;
613.3250;−10.7567;6.4077;−24.4346;22.0000;58.008;−5.047;6.526;
613.3510;−10.7567;6.4077;−24.4346;22.0000;63.678;−3.097;11.262;
613.4150;−10.7567;6.4077;−24.4346;22.0000;62.159;−2.975;8.702;
613.4400;−10.7567;6.4077;−24.4346;21.0000;62.159;−2.975;8.702;
613.4860;−10.7567;6.4077;−24.4346;21.0000;62.802;−0.986;5.979;
613.5260;−8.7981;6.9886;−23.7714;21.0000;56.685;−0.986;5.979;
613.5550;−8.7981;6.9886;−23.7714;21.0000;54.315;−4.501;8.287;
613.6250;−8.7981;6.9886;−23.7714;21.0000;55.792;−2.339;6.986;
613.6400;−8.7981;6.9886;−23.7714;20.0000;55.792;−2.339;6.986;
613.6950;−8.7981;6.9886;−23.7714;20.0000;46.937;−5.290;2.322;
613.7260;−7.6823;7.6166;−22.7721;20.0000;41.693;−5.290;2.322;
613.7650;−7.6823;7.6166;−22.7721;20.0000;36.304;−10.053;1.810;
613.8350;−7.6823;7.6166;−22.7721;20.0000;39.174;−9.858;3.894;
613.8400;−7.6823;7.6166;−22.7721;20.0000;39.174;−9.858;3.894;
613.9050;−7.6823;7.6166;−22.7721;20.0000;41.308;−8.733;4.791;
613.9260;−7.6016;8.2348;−21.3615;20.0000;39.696;−8.733;4.791;
613.9750;−7.6016;8.2348;−21.3615;20.0000;41.496;−6.952;5.011;
614.0400;−7.6016;8.2348;−21.3615;20.0000;41.496;−6.952;5.011;
614.0450;−7.6016;8.2348;−21.3615;20.0000;38.985;−8.594;4.078;
614.1150;−7.6016;8.2348;−21.3615;20.0000;42.566;−3.192;2.767;
614.1260;−7.8823;8.3156;−19.9232;20.0000;43.257;−3.192;2.767;
614.1850;−7.8823;8.3156;−19.9232;20.0000;37.659;−6.059;0.341;
614.2400;−7.8823;8.3156;−19.9232;21.0000;37.659;−6.059;0.341;
614.2550;−7.8823;8.3156;−19.9232;21.0000;40.569;−2.447;−0.117;
614.3270;−7.8823;8.3156;−19.9232;21.0000;36.920;−2.695;−2.638;
614.3280;−8.2973;8.4106;−17.6850;21.0000;38.941;−2.695;−2.638;
614.3950;−8.2973;8.4106;−17.6850;21.0000;43.390;−1.012;−0.169;
614.4400;−8.2973;8.4106;−17.6850;20.0000;43.390;−1.012;−0.169;
614.4650;−8.2973;8.4106;−17.6850;20.0000;45.097;−0.813;1.271;
614.5260;−8.1878;9.4211;−15.0171;20.0000;41.494;−0.813;1.271;
614.5350;−8.1878;9.4211;−15.0171;20.0000;41.847;0.259;0.725;
614.6050;−8.1878;9.4211;−15.0171;20.0000;35.086;−3.872;−3.205;
614.6480;−8.1878;9.4211;−15.0171;20.0000;35.086;−3.872;−3.205;
614.6750;−8.1878;9.4211;−15.0171;20.0000;37.131;−6.510;0.688;
614.7260;−7.9449;9.9718;−12.9235;20.0000;35.484;−6.510;0.688;
614.7450;−7.9449;9.9718;−12.9235;20.0000;34.673;−9.100;1.169;
614.8150;−7.9449;9.9718;−12.9235;20.0000;38.119;−3.821;2.336;
614.8400;−7.9449;9.9718;−12.9235;20.0000;38.119;−3.821;2.336;
614.8850;−7.9449;9.9718;−12.9235;20.0000;37.937;−4.958;2.891;
614.9260;−7.2799;11.7094;−10.8727;20.0000;31.878;−4.958;2.891;
614.9550;−7.2799;11.7094;−10.8727;20.0000;32.639;0.380;0.922;
615.0250;−7.2799;11.7094;−10.8727;20.0000;32.913;−0.718;2.051;
615.0400;−7.2799;11.7094;−10.8727;20.0000;32.913;−0.718;2.051;
615.0950;−7.2799;11.7094;−10.8727;20.0000;30.601;−3.964;0.376;
615.1260;−6.3244;12.8999;−9.8578;20.0000;25.248;−3.964;0.376;
615.1660;−6.3244;12.8999;−9.8578;20.0000;27.086;−2.034;2.610;
615.2350;−6.3244;12.8999;−9.8578;20.0000;24.151;−3.977;−1.400;
615.2400;−6.3244;12.8999;−9.8578;20.0000;24.151;−3.977;−1.400;
615.3050;−6.3244;12.8999;−9.8578;20.0000;25.034;−2.620;−0.546;
615.3260;−5.8042;13.2832;−9.4128;20.0000;22.638;−2.620;−0.546;
615.3750;−5.8042;13.2832;−9.4128;20.0000;23.741;−3.173;1.561;
615.4400;−5.8042;13.2832;−9.4128;20.0000;23.741;−3.173;1.561;
615.4450;−5.8042;13.2832;−9.4128;20.0000;22.684;−3.715;−0.053;
615.5150;−5.8042;13.2832;−9.4128;20.0000;23.173;−3.492;0.699;
615.5260;−5.7606;13.7539;−8.7471;20.0000;22.368;−3.492;0.699;
615.5850;−5.7606;13.7539;−8.7471;20.0000;21.251;−2.674;−1.660;
615.6400;−5.7606;13.7539;−8.7471;20.0000;21.251;−2.674;−1.660;
615.6550;−5.7606;13.7539;−8.7471;20.0000;24.155;1.358;2.090;
615.7270;−5.7606;13.7539;−8.7471;20.0000;20.388;−0.694;−3.899;
615.7280;−6.1600;13.8137;−8.6712;20.0000;21.756;−0.694;−3.899;
615.7950;−6.1600;13.8137;−8.6712;20.0000;21.352;−1.646;−4.252;
615.8400;−6.1600;13.8137;−8.6712;20.0000;21.352;−1.646;−4.252;
615.8650;−6.1600;13.8137;−8.6712;20.0000;19.688;−3.141;−6.628;
615.9260;−6.5952;13.8119;−8.5350;20.0000;21.271;−3.141;−6.628;
615.9350;−6.5952;13.8119;−8.5350;20.0000;22.750;−1.387;−4.648;
616.0050;−6.5952;13.8119;−8.5350;20.0000;23.668;−0.720;−3.240;
616.0400;−6.5952;13.8119;−8.5350;25.0000;23.668;−0.720;−3.240;
616.0750;−6.5952;13.8119;−8.5350;25.0000;22.942;−2.020;−4.045;
616.1260;−6.7763;13.5180;−9.7553;25.0000;23.641;−2.020;−4.045;
616.1450;−6.7763;13.5180;−9.7553;25.0000;22.862;−3.021;−4.887;
616.2150;−6.7763;13.5180;−9.7553;25.0000;22.377;−4.609;−5.065;
616.2400;−6.7763;13.5180;−9.7553;23.0000;22.377;−4.609;−5.065;
616.2850;−6.7763;13.5180;−9.7553;23.0000;23.476;−4.352;−3.387;
616.3250;−7.3302;12.9579;−12.1304;23.0000;25.446;−4.352;−3.387;
616.3550;−7.3302;12.9579;−12.1304;23.0000;26.604;−4.655;−1.686;
616.4250;−7.3302;12.9579;−12.1304;23.0000;26.502;−5.715;−1.363;
